author_year,Sample.trt.name,Location,Substrate.source,Soil.type,Soil.texture,Soil.BD,Soil.pH,Substrate.amt,Added.C.type,Added.N.type,Headspace.gas,Inhibitors,Incubation.time,Temperature,N2O.ratio_trt,SD_trt,N2O.ratio_cont,SD_cont,n,C.initial,C.added,Total.C,N.initial,N.added,Total.N,C.N.total,C.N.added,,N2O.ratio_actual
Ambus_1998,Ag-t1-high,Denmark,ag field,Haplic Luvisol,sandy loam,,7.5,10,none,NH4Cl + KNO3,N2,acetylene,24,20,0.8,0.13,NA,NA,2,2.1,0,2.1,1,0.007,1.007,2.085402185,0,,
Ambus_1998,Ag-t2-high,Denmark,ag field,Haplic Luvisol,sandy loam,,7.5,10,none,NH4Cl + KNO3,N2,acetylene,24,20,0.9,0.13,NA,NA,2,2.1,0,2.1,0.5,0.007,0.507,4.142011834,0,,
Ambus_1998,Ag-t1-low,Denmark,ag field,Haplic Luvisol,sandy loam,,7.6,10,none,NH4Cl + KNO3,N2,acetylene,24,20,0.5,0.13,NA,NA,2,1.4,0,1.4,4.9,0.007,4.907,0.285306705,0,,
Ambus_1998,Ag-t2-low,Denmark,ag field,Haplic Luvisol,sandy loam,,7.6,10,none,NH4Cl + KNO3,N2,acetylene,24,20,1,0.13,NA,NA,2,1.4,0,1.4,0.6,0.007,0.607,2.306425041,0,,2
Anderson_2018,"pH4.7, 16h",New Zealand,ag field,Wakanui,silt loam,,4.7,25,none,NO3 (comp NR),N2,acetylene,16,20,1,0.01,NA,NA,4,0.0367,0,0.0367,0.0054,0.05,0.0554,0.662454874,0,,1.03
Anderson_2018,"pH4.7, 24h",New Zealand,ag field,Wakanui,silt loam,,4.7,25,none,NO3 (comp NR),N2,acetylene,24,20,0.97,0.01,NA,NA,4,0.0395,0,0.0395,0.00394,0.05,0.05394,0.732295143,0,,
Anderson_2018,"pH4.7, 32h",New Zealand,ag field,Wakanui,silt loam,,4.7,25,none,NO3 (comp NR),N2,acetylene,32,20,0.98,0.01,NA,NA,4,0.0457,0,0.0457,0.0047,0.05,0.0547,0.835466179,0,,
Anderson_2018,"pH4.7, 40h",New Zealand,ag field,Wakanui,silt loam,,4.7,25,none,NO3 (comp NR),N2,acetylene,40,20,1,0.01,NA,NA,4,0.0552,0,0.0552,9.00E-04,0.05,0.0509,1.084479371,0,,
Anderson_2018,"pH4.7, 48h",New Zealand,ag field,Wakanui,silt loam,,4.7,25,none,NO3 (comp NR),N2,acetylene,48,20,1,0.01,NA,NA,4,0.0629,0,0.0629,2.00E-04,0.05,0.0502,1.252988048,0,,1.08
Anderson_2018,"pH6.7, 16h",New Zealand,ag field,Wakanui,silt loam,,6.7,25,none,NO3 (comp NR),N2,acetylene,16,20,0.11,0.01,NA,NA,4,0.2269,0,0.2269,2.00E-04,0.05,0.0502,4.519920319,0,,
Anderson_2018,"pH6.7, 24h",New Zealand,ag field,Wakanui,silt loam,,6.7,25,none,NO3 (comp NR),N2,acetylene,24,20,0.07,0.01,NA,NA,4,0.2329,0,0.2329,2.00E-04,0.05,0.0502,4.639442231,0,,
Anderson_2018,"pH6.7, 32h",New Zealand,ag field,Wakanui,silt loam,,6.7,25,none,NO3 (comp NR),N2,acetylene,32,20,0.09,0.01,NA,NA,4,0.2665,0,0.2665,3.00E-04,0.05,0.0503,5.298210736,0,,
Anderson_2018,"pH6.7, 40h",New Zealand,ag field,Wakanui,silt loam,,6.7,25,none,NO3 (comp NR),N2,acetylene,40,20,0.1,0.01,NA,NA,4,0.2648,0,0.2648,3.00E-04,0.05,0.0503,5.264413519,0,,
Anderson_2018,"pH6.7, 48h",New Zealand,ag field,Wakanui,silt loam,,6.7,25,none,NO3 (comp NR),N2,acetylene,48,20,0.1,0.01,NA,NA,4,0.3018,0,0.3018,3.00E-04,0.05,0.0503,6,0,,
Anderson_2018,"pH8.3, 16h",New Zealand,ag field,Wakanui,silt loam,,8.3,25,none,NO3 (comp NR),N2,acetylene,16,20,0.39,0.09,NA,NA,4,4.846,0,4.846,0.013,0.05,0.063,76.92063492,0,,
Anderson_2018,"pH8.3, 24h",New Zealand,ag field,Wakanui,silt loam,,8.3,25,none,NO3 (comp NR),N2,acetylene,24,20,0.03,0.09,NA,NA,4,4.767,0,4.767,0.0033,0.05,0.0533,89.43714822,0,,
Anderson_2018,"pH8.3, 32h",New Zealand,ag field,Wakanui,silt loam,,8.3,25,none,NO3 (comp NR),N2,acetylene,32,20,0.03,0.09,NA,NA,4,4.608,0,4.608,0.0042,0.05,0.0542,85.01845018,0,,
Anderson_2018,"pH8.3, 40h",New Zealand,ag field,Wakanui,silt loam,,8.3,25,none,NO3 (comp NR),N2,acetylene,40,20,0.03,0.09,NA,NA,4,4.543,0,4.543,0.005,0.05,0.055,82.6,0,,
Anderson_2018,"pH8.3, 48h",New Zealand,ag field,Wakanui,silt loam,,8.3,25,none,NO3 (comp NR),N2,acetylene,48,20,0.05,0.09,NA,NA,4,4.983,0,4.983,0.0048,0.05,0.0548,90.93065693,0,,
Anderson_2018,"pH8.8, 16h",New Zealand,ag field,Wakanui,silt loam,,8.8,25,none,NO3 (comp NR),N2,acetylene,16,20,0.32,0.1,NA,NA,4,5.67,0,5.67,0.0183,0.05,0.0683,83.01610542,0,,
Anderson_2018,"pH8.8, 24h",New Zealand,ag field,Wakanui,silt loam,,8.8,25,none,NO3 (comp NR),N2,acetylene,24,20,0.04,0.1,NA,NA,4,5.996,0,5.996,0.0185,0.05,0.0685,87.53284672,0,,
Anderson_2018,"pH8.8, 32h",New Zealand,ag field,Wakanui,silt loam,,8.8,25,none,NO3 (comp NR),N2,acetylene,32,20,0.05,0.1,NA,NA,4,5.483,0,5.483,0.0188,0.05,0.0688,79.69476744,0,,
Anderson_2018,"pH8.8, 40h",New Zealand,ag field,Wakanui,silt loam,,8.8,25,none,NO3 (comp NR),N2,acetylene,40,20,0.14,0.1,NA,NA,4,5.582,0,5.582,0.0164,0.05,0.0664,84.06626506,0,,
Anderson_2018,"pH8.8, 48h",New Zealand,ag field,Wakanui,silt loam,,8.8,25,none,NO3 (comp NR),N2,acetylene,48,20,0.43,0.1,NA,NA,4,6.493,0,6.493,0.0074,0.05,0.0574,113.1184669,0,,
Banerjee_2012,arctic1,Canada,artic,Cryosol,loam,,,10,glucose,KNO3,He,acetylene,1.5,20,0.5,0.09,NA,NA,3,0.332,0.72,1.052,9.00E-04,0.07,0.0709,14.83779972,10.1551481,,
Banerjee_2012,arctic2,Canada,artic,Cryosol,loam,,,10,glucose,KNO3,He,acetylene,1.5,20,0.76,0.11,NA,NA,3,0.125,0.72,0.845,0.0014,0.07,0.0714,11.83473389,10.08403361,,
Banerjee_2012,arctic3,Canada,artic,Cryosol,loam,,,10,glucose,KNO3,He,acetylene,1.5,20,0.2,0.03,NA,NA,3,1.58,0.72,2.3,0.0045,0.07,0.0745,30.87248322,9.66442953,,
Bowen_2020,agricultural,USA,ag field,Beltsville,silt loam,1.4,6.8,10,dextrose,KNO3,N2,"chloramphenicol, acetylene",1.75,25,0.7,0.5,NA,NA,3,0.045,0.072,0.117,0.0017,0.014,0.0157,7.452229299,4.585987261,,
Bowen_2020,wetland,USA,wetland,Beltsville,silt loam,0.7,5.1,10,dextrose,KNO3,N2,"chloramphenicol, acetylene",1.75,25,0.5,0.2,NA,NA,3,0.076,0.072,0.148,0.0017,0.014,0.0157,9.426751592,4.585987261,,
Brucek_2009,S-C1N1,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,7.75,12.3,glucose,KNO3,He,acetylene,72,25,0.34,0.04,NA,NA,4,0.05,0.25,0.3,0.005,0.25,0.255,1.176470588,0.980392157,,
Brucek_2009,M-C1N1,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,6.29,12.3,glucose,KNO3,He,acetylene,72,25,0.91,0.05,0.1,0.09,4,0.03,0.25,0.28,0.003,0.25,0.253,1.106719368,0.988142292,,
Brucek_2009,C-C1N1,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,5.72,12.3,glucose,KNO3,He,acetylene,72,25,0.92,0.06,NA,NA,4,0.02,0.25,0.27,0.003,0.25,0.253,1.067193676,0.988142292,,
Brucek_2009,C1N0,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,6.29,12.3,glucose,KNO3,He,acetylene,72,25,0,0,0.1,0.09,4,0.03,0.25,0.28,0.003,0,0.003,93.33333333,83.33333333,,
Brucek_2009,C1N0.25,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,6.29,12.3,glucose,KNO3,He,acetylene,72,25,0,0,0.1,0.09,4,0.03,0.25,0.28,0.003,0.0625,0.0655,4.27480916,3.816793893,,
Brucek_2009,C1N0.5,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,6.29,12.3,glucose,KNO3,He,acetylene,72,25,0.74,0.03,0.1,0.09,4,0.03,0.25,0.28,0.003,0.125,0.128,2.1875,1.953125,,
Brucek_2009,C1N1,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,6.29,12.3,glucose,KNO3,He,acetylene,72,25,1,0.05,0.1,0.09,4,0.03,0.25,0.28,0.003,0.25,0.253,1.106719368,0.988142292,,
Brucek_2009,C1N2,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,6.29,12.3,glucose,KNO3,He,acetylene,72,25,1,0.1,0.1,0.09,4,0.03,0.25,0.28,0.003,0.5,0.503,0.55666004,0.497017893,,
Brucek_2009,C1N4,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,6.29,12.3,glucose,KNO3,He,acetylene,72,25,1,0.07,0.1,0.09,4,0.03,0.25,0.28,0.003,1,1.003,0.279162512,0.249252243,,1.06
Brucek_2009,C0N1,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,6.29,12.3,glucose,KNO3,He,acetylene,72,25,0.75,0.16,0.1,0.09,4,0.03,0,0.03,0.003,0.25,0.253,0.118577075,0,,
Brucek_2009,C0.25N1,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,6.29,12.3,glucose,KNO3,He,acetylene,72,25,0.88,0.13,0.1,0.09,4,0.03,0.0625,0.0925,0.003,0.25,0.253,0.365612648,0.247035573,,
Brucek_2009,C0.5N1,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,6.29,12.3,glucose,KNO3,He,acetylene,72,25,1,0.05,0.1,0.09,4,0.03,0.125,0.155,0.003,0.25,0.253,0.612648221,0.494071146,,1.07
Brucek_2009,C2N1,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,6.29,12.3,glucose,KNO3,He,acetylene,72,25,1,0.05,0.1,0.09,4,0.03,0.5,0.53,0.003,0.25,0.253,2.09486166,1.976284585,,1.1
Brucek_2009,C4N1,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,6.29,12.3,glucose,KNO3,He,acetylene,72,25,1,0.08,0.1,0.09,4,0.03,1,1.03,0.003,0.25,0.253,4.071146245,3.95256917,,
Brucek_2009,C0.25N0.25,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,6.29,12.3,glucose,KNO3,He,acetylene,72,25,0.76,0.07,0.1,0.09,4,0.03,0.0625,0.0925,0.003,0.0625,0.0655,1.41221374,0.954198473,,
Brucek_2009,C0.5N0.5,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,6.29,12.3,glucose,KNO3,He,acetylene,72,25,0.88,0.05,0.1,0.09,4,0.03,0.125,0.155,0.003,0.125,0.128,1.2109375,0.9765625,,
Brucek_2009,C4N4,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,6.29,12.3,glucose,KNO3,He,acetylene,72,25,1,0.04,0.1,0.09,4,0.03,1,1.03,0.003,1,1.003,1.026919242,0.997008973,,1.07
Cavigelli_2000,Ag-pH5.7-0O,USA,ag field,Typic Hapludalfs,sandy loam,1.65,5.7,3,succinate,NO3 (comp NR),N2,acetylene,1,NR,0.5,0.09,NA,NA,3,7.7,0.016,7.716,0.005,5.00E-04,0.0055,1402.909091,2.909090909,,
Cavigelli_2000,Ag-pH5.7-0.05O,USA,ag field,Typic Hapludalfs,sandy loam,1.65,5.7,3,succinate,NO3 (comp NR),N2,acetylene,1,NR,0.75,0.07,NA,NA,3,7.7,0.016,7.716,0.005,5.00E-04,0.0055,1402.909091,2.909090909,,
Cavigelli_2000,Ag-pH5.7-0.1O,USA,ag field,Typic Hapludalfs,sandy loam,1.65,5.7,3,succinate,NO3 (comp NR),N2,acetylene,1,NR,0.77,0.03,NA,NA,3,7.7,0.016,7.716,0.005,5.00E-04,0.0055,1402.909091,2.909090909,,
Cavigelli_2000,Ag-pH5.7-0.15O,USA,ag field,Typic Hapludalfs,sandy loam,1.65,5.7,3,succinate,NO3 (comp NR),N2,acetylene,1,NR,0.85,0.03,NA,NA,3,7.7,0.016,7.716,0.005,5.00E-04,0.0055,1402.909091,2.909090909,,
Cavigelli_2000,Ag-pH6.6-0O,USA,ag field,Typic Hapludalfs,sandy loam,1.65,6.6,3,succinate,NO3 (comp NR),N2,acetylene,1,NR,0.19,0.03,NA,NA,3,7.7,0.016,7.716,0.005,5.00E-04,0.0055,1402.909091,2.909090909,,
Cavigelli_2000,Ag-pH6.6-0.05O,USA,ag field,Typic Hapludalfs,sandy loam,1.65,6.6,3,succinate,NO3 (comp NR),N2,acetylene,1,NR,0.35,0.07,NA,NA,3,7.7,0.016,7.716,0.005,5.00E-04,0.0055,1402.909091,2.909090909,,
Cavigelli_2000,Ag-pH6.6-0.1O,USA,ag field,Typic Hapludalfs,sandy loam,1.65,6.6,3,succinate,NO3 (comp NR),N2,acetylene,1,NR,0.45,0.05,NA,NA,3,7.7,0.016,7.716,0.005,5.00E-04,0.0055,1402.909091,2.909090909,,
Cavigelli_2000,Ag-pH6.6-0.15O,USA,ag field,Typic Hapludalfs,sandy loam,1.65,6.6,3,succinate,NO3 (comp NR),N2,acetylene,1,NR,0.58,0.05,NA,NA,3,7.7,0.016,7.716,0.005,5.00E-04,0.0055,1402.909091,2.909090909,,
Cavigelli_2000,Suc-pH5.7-0O,USA,ag field,Typic Hapludalfs,sandy loam,1.35,5.7,3,succinate,NO3 (comp NR),N2,acetylene,1,NR,0.14,0,NA,NA,2,19.7,0.016,19.716,0.001,5.00E-04,0.0015,13144,10.66666667,,
Cavigelli_2000,Suc-pH5.7-0.05O,USA,ag field,Typic Hapludalfs,sandy loam,1.35,5.7,3,succinate,NO3 (comp NR),N2,acetylene,1,NR,0.23,0.01,NA,NA,2,19.7,0.016,19.716,0.001,5.00E-04,0.0015,13144,10.66666667,,
Cavigelli_2000,Suc-pH5.7-0.1O,USA,ag field,Typic Hapludalfs,sandy loam,1.35,5.7,3,succinate,NO3 (comp NR),N2,acetylene,1,NR,0.33,0.01,NA,NA,2,19.7,0.016,19.716,0.001,5.00E-04,0.0015,13144,10.66666667,,
Cavigelli_2000,Suc-pH5.7-0.15O,USA,ag field,Typic Hapludalfs,sandy loam,1.35,5.7,3,succinate,NO3 (comp NR),N2,acetylene,1,NR,0.47,0.07,NA,NA,2,19.7,0.016,19.716,0.001,5.00E-04,0.0015,13144,10.66666667,,
Cavigelli_2000,Suc-pH6.9-0O,USA,ag field,Typic Hapludalfs,sandy loam,1.35,6.9,3,succinate,NO3 (comp NR),N2,acetylene,1,NR,0.07,0,NA,NA,2,19.7,0.016,19.716,0.001,5.00E-04,0.0015,13144,10.66666667,,
Cavigelli_2000,Suc-pH6.9-0.05O,USA,ag field,Typic Hapludalfs,sandy loam,1.35,6.9,3,succinate,NO3 (comp NR),N2,acetylene,1,NR,0.12,0.03,NA,NA,2,19.7,0.016,19.716,0.001,5.00E-04,0.0015,13144,10.66666667,,
Cavigelli_2000,Suc-pH6.9-0.1O,USA,ag field,Typic Hapludalfs,sandy loam,1.35,6.9,3,succinate,NO3 (comp NR),N2,acetylene,1,NR,0.21,0.16,NA,NA,2,19.7,0.016,19.716,0.001,5.00E-04,0.0015,13144,10.66666667,,
Cavigelli_2000,Suc-pH6.9-0.15O,USA,ag field,Typic Hapludalfs,sandy loam,1.35,6.9,3,succinate,NO3 (comp NR),N2,acetylene,1,NR,0.35,0.08,NA,NA,2,19.7,0.016,19.716,0.001,5.00E-04,0.0015,13144,10.66666667,,
Chronakova_2009,SI-spring,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,8.96,25,glucose,KNO3,He,acetylene,1,25,0,0,NA,NA,9,58,0.072,58.072,0.059,0.014,0.073,795.5068493,0.98630137,,
Chronakova_2009,MI-spring,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,7.25,25,glucose,KNO3,He,acetylene,1,25,0.2,0.08,NA,NA,9,41,0.072,41.072,0.027,0.014,0.041,1001.756098,1.756097561,,
Chronakova_2009,NI-spring,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,5.91,25,glucose,KNO3,He,acetylene,1,25,0.83,0.47,NA,NA,9,23,0.072,23.072,0.0017,0.014,0.0157,1469.55414,4.585987261,,
Chronakova_2009,SI-fall,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,8.77,25,glucose,KNO3,He,acetylene,1,25,0.01,0,NA,NA,9,58,0.072,58.072,0.03,0.014,0.044,1319.818182,1.636363636,,
Chronakova_2009,MI-fall,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,6.91,25,glucose,KNO3,He,acetylene,1,25,0.12,0.07,NA,NA,9,13,0.072,13.072,0.004,0.014,0.018,726.2222222,4,,
Chronakova_2009,NI-fall,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,6.57,25,glucose,KNO3,He,acetylene,1,25,0.25,0.15,NA,NA,9,18,0.072,18.072,0.004,0.014,0.018,1004,4,,
Colbourn_1984,CB-0-10cm,United Kingdom,ag field,Denchworth,clay,0.8,6.7,25,none,KNO3,He,acetylene,18,20,0.63,0.33,NA,NA,3,0.037,0,0.037,0.007,0.05,0.057,0.649122807,0,,
Colbourn_1984,CB-10-20cm,United Kingdom,ag field,Denchworth,clay,0.9,6.7,25,none,KNO3,He,acetylene,18,20,0.48,0.33,NA,NA,3,0.035,0,0.035,0.005,0.05,0.055,0.636363636,0,,
Colbourn_1984,B-0-10cm,United Kingdom,ag field,Denchworth,clay,0.9,6.6,25,none,KNO3,He,acetylene,18,20,0.81,0.45,NA,NA,3,0.029,0,0.029,0.004,0.05,0.054,0.537037037,0,,
Colbourn_1984,B-10-20cm,United Kingdom,ag field,Denchworth,clay,1,6.8,25,none,KNO3,He,acetylene,18,20,0.53,0.41,NA,NA,3,0.022,0,0.022,0.002,0.05,0.052,0.423076923,0,,
Cuhel_2010,acidic,Czech Republic,grassland,Haplic Phaeozem,sandy loam,,5.52,25,glucose,KNO3,He,acetylene,1,25,0.79,0.23,NA,NA,12,20.9,0.072,20.972,0.0019,0.014,0.0159,1318.993711,4.528301887,,
Cuhel_2010,neutral,Czech Republic,grassland,Haplic Phaeozem,sandy loam,,6.82,25,glucose,KNO3,He,acetylene,1,25,0.38,0.25,NA,NA,12,20.5,0.072,20.572,0.0038,0.014,0.0178,1155.730337,4.04494382,,
Cuhel_2010,alkaline,Czech Republic,grassland,Haplic Phaeozem,sandy loam,,7.67,25,glucose,KNO3,He,acetylene,1,25,0.1,0.06,NA,NA,12,17.5,0.072,17.572,0.005,0.014,0.019,924.8421053,3.789473684,,
Cuhel_2011a,SI-pH4.2,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,4.2,25,glucose,KNO3,He,acetylene,1,25,0.98,0.21,NA,NA,4,72,0.08,72.08,0.2,0.01,0.21,343.2380952,0.380952381,,
Cuhel_2011a,SI-pH5,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,5,25,glucose,KNO3,He,acetylene,1,25,0.81,0.21,NA,NA,4,72,0.08,72.08,0.2,0.01,0.21,343.2380952,0.380952381,,
Cuhel_2011a,SI-pH6,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,6,25,glucose,KNO3,He,acetylene,1,25,0.46,0.21,NA,NA,4,72,0.08,72.08,0.2,0.01,0.21,343.2380952,0.380952381,,
Cuhel_2011a,SI-pH6.8,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,6.8,25,glucose,KNO3,He,acetylene,1,25,0.38,0.21,NA,NA,4,72,0.08,72.08,0.2,0.01,0.21,343.2380952,0.380952381,,
Cuhel_2011a,SI-pH7.3,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,7.3,25,glucose,KNO3,He,acetylene,1,25,0.39,0.21,NA,NA,4,72,0.08,72.08,0.2,0.01,0.21,343.2380952,0.380952381,,
Cuhel_2011a,SI-pH7.7,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,7.7,25,glucose,KNO3,He,acetylene,1,25,0.34,0.21,NA,NA,4,72,0.08,72.08,0.2,0.01,0.21,343.2380952,0.380952381,,
Cuhel_2011a,SI-pH8.4,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,8.4,25,glucose,KNO3,He,acetylene,1,25,0.27,0.21,NA,NA,4,72,0.08,72.08,0.2,0.01,0.21,343.2380952,0.380952381,,
Cuhel_2011a,SI-pH9.3,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,9.3,25,glucose,KNO3,He,acetylene,1,25,0.32,0.21,NA,NA,4,72,0.08,72.08,0.2,0.01,0.21,343.2380952,0.380952381,,
Cuhel_2011a,SI-pH10,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,10,25,glucose,KNO3,He,acetylene,1,25,0.16,0.21,NA,NA,4,72,0.08,72.08,0.2,0.01,0.21,343.2380952,0.380952381,,
Cuhel_2011a,MI-pH4.1,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,4.1,25,glucose,KNO3,He,acetylene,1,25,0.67,0.17,NA,NA,4,23.5,0.08,23.58,0.04,0.01,0.05,471.6,1.6,,
Cuhel_2011a,MI-pH4.7,Czech Republic,pasture,Haplic Phaeozem,sandy loam,,4.7,25,glucose,KNO3,He,acetylene,1,25,0.72,0.17,NA,NA,4,23.5,0.08,23.58,0.04,0.01,0.05,471.6,1.6,,
